786,1167,0.6735218508997429,화곡동
279,366,0.7622950819672131,천호동
274,329,0.8328267477203647,불광동
255,524,0.4866412213740458,목동
216,302,0.7152317880794702,석촌동
187,250,0.748,성내동
187,230,0.8130434782608695,갈현동
185,228,0.8114035087719298,수유동
184,355,0.5183098591549296,면목동
181,322,0.562111801242236,신월동
176,268,0.6567164179104478,삼전동
175,216,0.8101851851851852,암사동
171,214,0.7990654205607477,시흥동
168,198,0.8484848484848485,장위동
163,276,0.5905797101449275,송파동
162,283,0.5724381625441696,방이동
150,238,0.6302521008403361,신정동
142,183,0.7759562841530054,가락동
135,367,0.3678474114441417,신림동
128,175,0.7314285714285714,역촌동
127,150,0.8466666666666667,정릉동
126,183,0.6885245901639344,독산동
123,195,0.6307692307692307,미아동
123,190,0.6473684210526316,잠실동
119,338,0.3520710059171598,중곡동
117,299,0.391304347826087,양재동
117,190,0.6157894736842106,응암동
116,192,0.6041666666666666,문정동
114,179,0.6368715083798883,개봉동
113,160,0.70625,창동
113,135,0.837037037037037,방화동
112,153,0.7320261437908496,북가좌동
111,188,0.5904255319148937,신사동
105,110,0.9545454545454546,마천동
101,419,0.24105011933174225,방배동
99,126,0.7857142857142857,대조동
98,291,0.33676975945017185,상도동
97,143,0.6783216783216783,녹번동
97,113,0.8584070796460177,방학동
94,329,0.2857142857142857,봉천동
94,192,0.4895833333333333,상봉동
94,108,0.8703703703703703,공항동
93,116,0.8017241379310345,상계동
89,131,0.6793893129770993,중화동
86,161,0.5341614906832298,후암동
84,108,0.7777777777777778,길동
83,100,0.83,쌍문동
76,164,0.4634146341463415,논현동
76,108,0.7037037037037037,석관동
75,148,0.5067567567567568,신당동
73,438,0.16666666666666666,자양동
72,136,0.5294117647058824,개포동
68,122,0.5573770491803278,신길동
66,101,0.6534653465346535,오금동
65,184,0.3532608695652174,성산동
64,262,0.24427480916030533,구의동
63,107,0.5887850467289719,구로동
63,88,0.7159090909090909,둔촌동
62,91,0.6813186813186813,홍은동
62,73,0.8493150684931506,고덕동
61,134,0.4552238805970149,반포동
61,84,0.7261904761904762,묵동
60,118,0.5084745762711864,일원동
57,95,0.6,염리동
56,62,0.9032258064516129,도봉동
51,77,0.6623376623376623,오류동
51,64,0.796875,공릉동
50,250,0.2,망원동
50,203,0.24630541871921183,서초동
50,63,0.7936507936507936,거여동
48,66,0.7272727272727273,구산동
47,140,0.3357142857142857,역삼동
47,108,0.4351851851851852,효창동
47,95,0.49473684210526314,번동
46,112,0.4107142857142857,내발산동
44,69,0.6376811594202898,용문동
43,76,0.5657894736842105,홍제동
43,73,0.589041095890411,궁동
43,58,0.7413793103448276,풍납동
42,117,0.358974358974359,장안동
41,261,0.15708812260536398,사당동
41,61,0.6721311475409836,청파동1가
41,56,0.7321428571428571,용산동2가
40,175,0.22857142857142856,등촌동
39,59,0.6610169491525424,망우동
38,88,0.4318181818181818,전농동
38,42,0.9047619047619048,수색동
34,64,0.53125,노고산동
33,39,0.8461538461538461,대림동
32,52,0.6153846153846154,가산동
31,40,0.775,고척동
29,67,0.43283582089552236,연희동
29,52,0.5576923076923077,휘경동
29,48,0.6041666666666666,증산동
29,31,0.9354838709677419,명일동
29,31,0.9354838709677419,중계동
28,91,0.3076923076923077,대치동
28,62,0.45161290322580644,성북동
28,54,0.5185185185185185,신대방동
28,48,0.5833333333333334,온수동
28,33,0.8484848484848485,창신동
27,67,0.40298507462686567,이태원동
27,55,0.4909090909090909,화양동
27,33,0.8181818181818182,가리봉동
26,82,0.3170731707317073,용답동
25,45,0.5555555555555556,종암동
25,37,0.6756756756756757,응봉동
24,35,0.6857142857142857,상일동
24,34,0.7058823529411765,상암동
23,193,0.11917098445595854,합정동
23,26,0.8846153846153846,우이동
21,70,0.3,성수동2가
21,49,0.42857142857142855,제기동
21,36,0.5833333333333334,월계동
20,76,0.2631578947368421,대방동
20,63,0.31746031746031744,용두동
19,38,0.5,대흥동
19,30,0.6333333333333333,도림동
19,29,0.6551724137931034,우면동
19,22,0.8636363636363636,행촌동
18,34,0.5294117647058824,청파동3가
17,68,0.25,연남동
17,50,0.34,양평동4가
17,19,0.8947368421052632,신창동
16,70,0.22857142857142856,군자동
16,57,0.2807017543859649,성수동1가
15,74,0.20270270270270271,서교동
15,59,0.2542372881355932,삼성동
15,25,0.6,서계동
15,21,0.7142857142857143,잠원동
15,19,0.7894736842105263,이문동
15,19,0.7894736842105263,신계동
14,36,0.3888888888888889,영등포동2가
14,32,0.4375,북아현동
14,30,0.4666666666666667,평창동
14,27,0.5185185185185185,양평동6가
13,66,0.19696969696969696,답십리동
13,19,0.6842105263157895,남가좌동
13,16,0.8125,숭인동
12,38,0.3157894736842105,노량진동
12,34,0.35294117647058826,아현동
12,20,0.6,황학동
12,19,0.631578947368421,신내동
11,30,0.36666666666666664,청파동2가
11,29,0.3793103448275862,상수동
11,20,0.55,송정동
11,19,0.5789473684210527,금호동3가
11,13,0.8461538461538461,보광동
10,17,0.5882352941176471,갈월동
10,15,0.6666666666666666,동빙고동
9,63,0.14285714285714285,능동
9,59,0.15254237288135594,남현동
9,19,0.47368421052631576,금호동1가
9,17,0.5294117647058824,가양동
9,15,0.6,동숭동
9,9,1.0,회현동1가
8,28,0.2857142857142857,영등포동
8,23,0.34782608695652173,공덕동
8,14,0.5714285714285714,상월곡동
8,12,0.6666666666666666,본동
8,8,1.0,장충동2가
7,43,0.16279069767441862,신수동
7,30,0.23333333333333334,청담동
7,16,0.4375,도곡동
7,16,0.4375,마곡동
7,12,0.5833333333333334,청량리동
7,12,0.5833333333333334,돈암동
6,23,0.2608695652173913,창천동
6,15,0.4,누상동
6,14,0.42857142857142855,원서동
6,11,0.5454545454545454,중림동
6,9,0.6666666666666666,하계동
6,9,0.6666666666666666,장충동1가
6,8,0.75,안암동3가
6,8,0.75,하월곡동
5,38,0.13157894736842105,염창동
5,26,0.19230769230769232,중동
5,25,0.2,당산동6가
5,19,0.2631578947368421,구기동
5,9,0.5555555555555556,연건동
5,6,0.8333333333333334,보문동5가
5,5,1.0,길음동
4,37,0.10810810810810811,행당동
4,31,0.12903225806451613,한남동
4,22,0.18181818181818182,양평동5가
4,17,0.23529411764705882,창전동
4,15,0.26666666666666666,신영동
4,14,0.2857142857142857,마포동
4,11,0.36363636363636365,회기동
4,8,0.5,현석동
4,8,0.5,혜화동
4,5,0.8,영등포동1가
4,5,0.8,동자동
4,4,1.0,염곡동
3,18,0.16666666666666666,영등포동6가
3,16,0.1875,상도1동
3,14,0.21428571428571427,마장동
3,12,0.25,구수동
3,7,0.42857142857142855,금호동4가
3,6,0.5,서빙고동
3,3,1.0,산천동
2,41,0.04878048780487805,당산동1가
2,17,0.11764705882352941,신공덕동
2,13,0.15384615384615385,신설동
2,7,0.2857142857142857,삼선동3가
2,6,0.3333333333333333,내곡동
2,6,0.3333333333333333,옥인동
2,5,0.4,금호동2가
2,5,0.4,영등포동4가
2,4,0.5,동선동5가
2,4,0.5,삼선동1가
2,3,0.6666666666666666,신도림동
2,3,0.6666666666666666,대신동
2,3,0.6666666666666666,신촌동
2,3,0.6666666666666666,신원동
2,3,0.6666666666666666,연지동
2,3,0.6666666666666666,이화동
2,2,1.0,외발산동
2,2,1.0,남영동
2,2,1.0,체부동
2,2,1.0,광희동2가
2,2,1.0,쌍림동
1,23,0.043478260869565216,광장동
1,19,0.05263157894736842,사근동
1,16,0.0625,도화동
1,16,0.0625,영등포동7가
1,15,0.06666666666666667,용강동
1,12,0.08333333333333333,세곡동
1,12,0.08333333333333333,홍익동
1,11,0.09090909090909091,이촌동
1,10,0.1,항동
1,10,0.1,예장동
1,8,0.125,당산동3가
1,7,0.14285714285714285,흑석동
1,6,0.16666666666666666,동소문동4가
1,5,0.2,신교동
1,5,0.2,필동3가
1,4,0.25,옥수동
1,4,0.25,동선동3가
1,4,0.25,부암동
1,3,0.3333333333333333,삼선동4가
1,3,0.3333333333333333,안암동1가
1,3,0.3333333333333333,영등포동8가
1,3,0.3333333333333333,사직동
1,2,0.5,동소문동7가
1,2,0.5,양평동2가
1,2,0.5,주성동
1,1,1.0,보문동1가
1,1,1.0,보문동2가
1,1,1.0,삼선동2가
1,1,1.0,용산동3가
1,1,1.0,통인동
1,1,1.0,홍지동
0,25,0.0,하왕십리동
0,15,0.0,양평동1가
0,12,0.0,당산동
0,10,0.0,동교동
0,9,0.0,당인동
0,7,0.0,도선동
0,6,0.0,당산동4가
0,6,0.0,영등포동5가
0,5,0.0,동작동
0,5,0.0,삼선동5가
0,5,0.0,문래동3가
0,5,0.0,양평동3가
0,5,0.0,진관동
0,4,0.0,청운동
0,3,0.0,자곡동
0,3,0.0,대현동
0,3,0.0,동선동1가
0,3,0.0,성북동1가
0,3,0.0,안암동2가
0,3,0.0,영등포동3가
0,2,0.0,동소문동1가
0,2,0.0,보문동6가
0,2,0.0,보문동7가
0,2,0.0,당산동2가
0,2,0.0,계동
0,2,0.0,필운동
0,2,0.0,효자동
0,2,0.0,필동2가
0,1,0.0,토정동
0,1,0.0,천연동
0,1,0.0,동선동4가
0,1,0.0,동소문동6가
0,1,0.0,안암동5가
0,1,0.0,문래동1가
0,1,0.0,도원동
0,1,0.0,문배동
0,1,0.0,누하동
0,1,0.0,충신동
0,1,0.0,남산동2가
0,1,0.0,남창동
0,1,0.0,만리동1가
